,close
825,-1.9796151866097396
826,-1.9796151866097396
827,-1.983740430523234
828,-1.9884549949957995
829,-1.9884549949957995
830,-1.9884549949957995
831,-1.983740430523234
832,-1.983740430523234
833,-1.983740430523234
834,-1.9796151866097396
835,-1.9796151866097396
836,-1.9707753782236785
837,-1.9796151866097396
838,-1.9707753782236785
839,-1.9707753782236785
840,-1.9796151866097396
841,-1.9796151866097396
842,-1.9625248903966888
843,-1.957810325924123
844,-1.957810325924123
845,-1.9625248903966888
846,-1.9625248903966888
847,-1.9625248903966888
848,-1.9625248903966888
849,-1.9625248903966888
850,-1.966650134310184
851,-1.966650134310184
852,-1.966650134310184
853,-1.9625248903966888
854,-1.9625248903966888
855,-1.9625248903966888
856,-1.957810325924123
857,-1.957810325924123
858,-1.9536850820106277
859,-1.957810325924123
860,-1.9536850820106277
861,-1.957810325924123
862,-1.9536850820106277
863,-1.9495598380971333
864,-1.9495598380971333
865,-1.9407200297110723
866,-1.927754977411517
867,-1.927754977411517
868,-1.927754977411517
869,-1.927754977411517
870,-1.927754977411517
871,-1.9324695418840825
872,-1.927754977411517
873,-1.9365947857975778
874,-1.9365947857975778
875,-1.9365947857975778
876,-1.9365947857975778
877,-1.9365947857975778
878,-1.9407200297110723
879,-1.9407200297110723
880,-1.9407200297110723
881,-1.9365947857975778
882,-1.9365947857975778
883,-1.9365947857975778
884,-1.9365947857975778
885,-1.9365947857975778
886,-1.9365947857975778
887,-1.9407200297110723
888,-1.9454345941836386
889,-1.9407200297110723
890,-1.9407200297110723
891,-1.9454345941836386
892,-1.9454345941836386
893,-1.9495598380971333
894,-1.9495598380971333
895,-1.9495598380971333
896,-1.9495598380971333
897,-1.9454345941836386
898,-1.9495598380971333
899,-1.9495598380971333
900,-1.9454345941836386
901,-1.9407200297110723
902,-1.9407200297110723
903,-1.9495598380971333
904,-1.9495598380971333
905,-1.9495598380971333
906,-1.9454345941836386
907,-1.9407200297110723
908,-1.9454345941836386
909,-1.9454345941836386
910,-1.9454345941836386
911,-1.9454345941836386
912,-1.9495598380971333
913,-1.9495598380971333
914,-1.9495598380971333
915,-1.9495598380971333
916,-1.9495598380971333
917,-1.9495598380971333
918,-1.9495598380971333
919,-1.9495598380971333
920,-1.9495598380971333
921,-1.9495598380971333
922,-1.9495598380971333
923,-1.9495598380971333
924,-1.9454345941836386
925,-1.9454345941836386
926,-1.9495598380971333
927,-1.9495598380971333
928,-1.9495598380971333
929,-1.9495598380971333
930,-1.9536850820106277
931,-1.9495598380971333
932,-1.9495598380971333
933,-1.9495598380971333
934,-1.9536850820106277
935,-1.9536850820106277
936,-1.9536850820106277
937,-1.9536850820106277
938,-1.9536850820106277
939,-1.9536850820106277
940,-1.9495598380971333
941,-1.9495598380971333
942,-1.9495598380971333
943,-1.9536850820106277
944,-1.9536850820106277
945,-1.9495598380971333
946,-1.9536850820106277
947,-1.9495598380971333
948,-1.9536850820106277
949,-1.9536850820106277
950,-1.9536850820106277
951,-1.9536850820106277
952,-1.9536850820106277
953,-1.9495598380971333
954,-1.957810325924123
955,-1.957810325924123
956,-1.957810325924123
957,-1.957810325924123
958,-1.957810325924123
959,-1.957810325924123
960,-1.957810325924123
961,-1.9536850820106277
962,-1.957810325924123
963,-1.957810325924123
964,-1.957810325924123
965,-1.957810325924123
966,-1.957810325924123
967,-1.957810325924123
968,-1.957810325924123
969,-1.957810325924123
970,-1.957810325924123
971,-1.9625248903966888
972,-1.966650134310184
973,-1.9625248903966888
974,-1.9625248903966888
975,-1.9625248903966888
976,-1.957810325924123
977,-1.9625248903966888
978,-1.9536850820106277
979,-1.9625248903966888
980,-1.9625248903966888
981,-1.966650134310184
982,-1.9625248903966888
983,-1.966650134310184
984,-1.9625248903966888
985,-1.9625248903966888
986,-1.957810325924123
987,-1.957810325924123
988,-1.957810325924123
989,-1.957810325924123
990,-1.957810325924123
991,-1.957810325924123
992,-1.957810325924123
993,-1.957810325924123
